temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
22.8,67.3,3.4,3.8,2171-12-21,Zone 1,0.82,206.38,595.05,['seisme']
22.8,67.3,3.4,3.8,2171-12-21,Zone 3,0.36,178.99,824.19,['aucun']
18.9,64.4,32.3,57.6,2170-02-21,Zone 2,0.65,171.22,896.77,['innondation']
18.9,64.4,32.3,57.6,2170-02-21,Zone 1,0.56,183.83,502.92,['aucun']
18.9,64.4,32.3,57.6,2170-02-21,Zone 3,0.3,131.98,357.31,['innondation']
20.2,57.1,18.9,31.0,2171-02-21,Zone 2,0.55,270.79,661.69,['aucun']
20.2,57.1,18.9,31.0,2171-02-21,Zone 1,0.78,209.75,260.61,['aucun']
20.2,57.1,18.9,31.0,2171-02-21,Zone 3,0.45,131.14,616.79,['innondation']
12.8,45.5,12.7,25.6,2170-03-21,Zone 2,0.59,205.68,906.75,['innondation']
12.8,45.5,12.7,25.6,2170-03-21,Zone 1,0.75,247.58,526.17,['aucun']
12.8,45.5,12.7,25.6,2170-03-21,Zone 3,0.36,165.68,162.57,['innondation']
16.2,49.3,22.1,49.7,2171-03-21,Zone 2,0.53,222.5,225.84,['aucun']
16.2,49.3,22.1,49.7,2171-03-21,Zone 1,0.72,289.68,378.06,['seisme']
16.2,49.3,22.1,49.7,2171-03-21,Zone 3,0.62,198.95,8.42,['innondation']
22.0,45.9,5.2,14.2,2170-04-21,Zone 2,0.67,167.02,826.5,['aucun']
22.0,45.9,5.2,14.2,2170-04-21,Zone 1,0.71,159.34,11.54,['aucun']
22.0,45.9,5.2,14.2,2170-04-21,Zone 3,0.57,179.33,126.68,['innondation']
18.2,76.1,7.7,12.6,2171-04-21,Zone 2,0.77,165.99,155.21,['innondation']
18.2,76.1,7.7,12.6,2171-04-21,Zone 1,0.72,150.51,41.31,['aucun']
18.2,76.1,7.7,12.6,2171-04-21,Zone 3,0.42,197.03,141.53,['innondation']
20.6,63.6,6.0,13.3,2170-05-21,Zone 2,0.93,254.5,722.38,"['innondation', 'seisme']"
20.6,63.6,6.0,13.3,2170-05-21,Zone 1,0.91,247.03,790.27,['seisme']
20.6,63.6,6.0,13.3,2170-05-21,Zone 3,0.53,118.17,462.89,['aucun']
33.3,54.7,4.3,9.4,2171-05-21,Zone 2,0.59,205.4,907.77,['innondation']
33.3,54.7,4.3,9.4,2171-05-21,Zone 1,0.67,260.32,513.19,['seisme']
33.3,54.7,4.3,9.4,2171-05-21,Zone 3,0.55,110.31,543.99,['aucun']
34.2,45.5,4.9,12.4,2170-06-21,Zone 2,0.69,160.56,686.78,['innondation']
34.2,45.5,4.9,12.4,2170-06-21,Zone 1,0.57,204.04,445.13,['aucun']
34.2,45.5,4.9,12.4,2170-06-21,Zone 3,0.48,103.57,283.41,['innondation']
35.6,53.7,3.3,8.1,2171-06-21,Zone 2,0.72,255.07,177.99,"['innondation', 'seisme']"
35.6,53.7,3.3,8.1,2171-06-21,Zone 1,0.81,222.17,268.55,['aucun']
35.6,53.7,3.3,8.1,2171-06-21,Zone 3,0.56,136.79,779.35,['aucun']
39.1,55.7,3.4,8.0,2170-07-21,Zone 2,0.61,182.39,871.53,['aucun']
39.1,55.7,3.4,8.0,2170-07-21,Zone 1,0.52,299.83,452.84,['aucun']
39.1,55.7,3.4,8.0,2170-07-21,Zone 3,0.6,109.39,895.4,['innondation']
41.1,27.3,2.5,5.2,2171-07-21,Zone 2,0.86,274.73,74.1,['aucun']
41.1,27.3,2.5,5.2,2171-07-21,Zone 1,0.82,246.72,429.84,['aucun']
41.1,27.3,2.5,5.2,2171-07-21,Zone 3,0.33,118.01,946.3,['innondation']
38.4,36.4,6.1,13.6,2171-08-21,Zone 2,0.66,154.17,678.75,['innondation']
38.4,36.4,6.1,13.6,2171-08-21,Zone 1,0.82,159.6,399.04,['aucun']
38.4,36.4,6.1,13.6,2171-08-21,Zone 3,0.62,175.89,421.97,['innondation']
29.9,51.5,3.8,7.6,2170-09-21,Zone 2,0.76,268.91,252.27,"['innondation', 'seisme']"
29.9,51.5,3.8,7.6,2170-09-21,Zone 1,0.84,189.85,116.06,['aucun']
29.9,51.5,3.8,7.6,2170-09-21,Zone 3,0.41,171.03,518.26,['innondation']
13.5,72.4,12.3,22.3,2170-01-22,Zone 2,0.9,188.24,327.66,['innondation']
13.5,72.4,12.3,22.3,2170-01-22,Zone 1,0.66,207.91,478.4,['aucun']
13.5,72.4,12.3,22.3,2170-01-22,Zone 3,0.31,131.85,525.26,['innondation']
5.3,64.0,3.1,2.7,2171-01-22,Zone 2,0.9,236.57,834.76,['aucun']
5.3,64.0,3.1,2.7,2171-01-22,Zone 1,0.8,163.78,337.64,['aucun']
5.3,64.0,3.1,2.7,2171-01-22,Zone 3,0.36,177.59,874.73,['innondation']
16.6,67.0,3.1,4.9,2170-10-22,Zone 2,0.8,159.76,398.97,['aucun']
16.6,67.0,3.1,4.9,2170-10-22,Zone 1,0.61,232.4,795.0,['seisme']
16.6,67.0,3.1,4.9,2170-10-22,Zone 3,0.38,152.06,190.17,['innondation']
19.9,51.7,4.6,8.4,2171-10-22,Zone 2,0.82,187.6,755.37,['aucun']
19.9,51.7,4.6,8.4,2171-10-22,Zone 1,0.76,241.55,222.44,['seisme']
19.9,51.7,4.6,8.4,2171-10-22,Zone 3,0.32,146.33,542.56,['innondation']
3.6,56.3,4.8,6.2,2170-11-22,Zone 2,0.56,169.03,188.0,['innondation']
3.6,56.3,4.8,6.2,2170-11-22,Zone 1,0.59,194.29,70.58,['aucun']
3.6,56.3,4.8,6.2,2170-11-22,Zone 3,0.65,154.5,154.62,['innondation']
15.9,77.9,7.7,16.2,2171-11-22,Zone 2,0.73,265.75,438.27,"['innondation', 'seisme']"
15.9,77.9,7.7,16.2,2171-11-22,Zone 1,0.91,264.5,416.95,['seisme']
15.9,77.9,7.7,16.2,2171-11-22,Zone 3,0.52,196.12,490.24,['innondation']
15.8,65.4,6.7,19.6,2170-12-22,Zone 2,0.59,155.96,637.63,['innondation']
15.8,65.4,6.7,19.6,2170-12-22,Zone 1,0.77,195.04,409.52,['aucun']
15.8,65.4,6.7,19.6,2170-12-22,Zone 3,0.55,126.56,563.0,['innondation']
16.8,67.6,3.3,4.2,2171-12-22,Zone 2,0.8,231.56,572.52,"['innondation', 'seisme']"
16.8,67.6,3.3,4.2,2171-12-22,Zone 1,0.7,255.97,688.53,['seisme']
16.8,67.6,3.3,4.2,2171-12-22,Zone 3,0.62,176.23,99.57,['aucun']
18.7,70.4,14.6,26.3,2170-02-22,Zone 2,0.6,173.27,384.47,['aucun']
18.7,70.4,14.6,26.3,2170-02-22,Zone 1,0.55,206.51,51.53,['aucun']
18.7,70.4,14.6,26.3,2170-02-22,Zone 3,0.56,115.42,702.31,['innondation']
20.1,67.9,7.2,13.2,2171-02-22,Zone 2,0.65,203.89,314.24,"['innondation', 'seisme']"
20.1,67.9,7.2,13.2,2171-02-22,Zone 1,0.66,166.81,285.5,['aucun']
20.1,67.9,7.2,13.2,2171-02-22,Zone 3,0.43,120.16,92.81,['innondation']
16.7,60.3,7.6,15.7,2170-03-22,Zone 2,0.97,200.66,6.35,"['innondation', 'seisme']"
16.7,60.3,7.6,15.7,2170-03-22,Zone 1,0.75,231.42,737.96,['seisme']
16.7,60.3,7.6,15.7,2170-03-22,Zone 3,0.45,136.74,360.51,['innondation']
20.1,49.1,17.7,38.6,2171-03-22,Zone 2,0.88,231.5,267.84,['seisme']
20.1,49.1,17.7,38.6,2171-03-22,Zone 1,0.7,203.62,92.77,['aucun']
20.1,49.1,17.7,38.6,2171-03-22,Zone 3,0.57,139.66,868.94,['aucun']
21.8,58.3,4.3,8.9,2171-04-22,Zone 2,0.7,276.27,716.43,"['innondation', 'seisme']"
21.8,58.3,4.3,8.9,2171-04-22,Zone 1,0.55,206.75,315.16,['aucun']
21.8,58.3,4.3,8.9,2171-04-22,Zone 3,0.54,129.23,985.42,['innondation']
19.9,61.8,5.6,10.1,2170-05-22,Zone 2,0.56,152.08,640.27,['aucun']
19.9,61.8,5.6,10.1,2170-05-22,Zone 1,0.85,192.18,361.8,['aucun']
19.9,61.8,5.6,10.1,2170-05-22,Zone 3,0.69,173.48,27.76,['innondation']
36.9,43.7,4.6,11.2,2171-05-22,Zone 2,0.62,159.79,174.02,['aucun']
36.9,43.7,4.6,11.2,2171-05-22,Zone 1,0.72,295.45,596.63,['seisme']
36.9,43.7,4.6,11.2,2171-05-22,Zone 3,0.6,136.58,183.8,['innondation']
29.9,54.5,5.1,12.5,2170-06-22,Zone 2,0.59,165.94,366.92,['innondation']
29.9,54.5,5.1,12.5,2170-06-22,Zone 1,0.84,176.61,425.42,['aucun']
29.9,54.5,5.1,12.5,2170-06-22,Zone 3,0.64,164.9,833.18,['innondation']
39.1,38.9,3.6,11.5,2171-06-22,Zone 2,0.81,288.06,322.65,"['innondation', 'seisme']"
39.1,38.9,3.6,11.5,2171-06-22,Zone 1,0.64,225.76,185.19,['seisme']
39.1,38.9,3.6,11.5,2171-06-22,Zone 3,0.47,168.15,905.71,['aucun']
40.3,35.6,3.6,8.6,2170-07-22,Zone 2,0.99,194.75,859.89,['innondation']
40.3,35.6,3.6,8.6,2170-07-22,Zone 1,0.5,278.88,190.25,['aucun']
40.3,35.6,3.6,8.6,2170-07-22,Zone 3,0.33,156.35,854.64,['innondation']
39.8,47.8,7.6,16.4,2171-07-22,Zone 2,0.97,209.61,827.25,['innondation']
39.8,47.8,7.6,16.4,2171-07-22,Zone 1,0.89,228.88,221.44,['seisme']
39.8,47.8,7.6,16.4,2171-07-22,Zone 3,0.38,178.29,188.94,['innondation']
37.1,53.0,10.1,17.1,2171-08-22,Zone 2,0.85,229.99,196.86,"['innondation', 'seisme']"
37.1,53.0,10.1,17.1,2171-08-22,Zone 1,0.94,164.63,472.26,['aucun']
37.1,53.0,10.1,17.1,2171-08-22,Zone 3,0.51,199.42,213.54,['innondation']
30.7,52.2,2.1,5.0,2170-09-22,Zone 2,0.96,163.9,149.15,['innondation']
30.7,52.2,2.1,5.0,2170-09-22,Zone 1,0.91,259.5,354.48,['seisme']
30.7,52.2,2.1,5.0,2170-09-22,Zone 3,0.41,151.46,378.74,['innondation']
36.1,40.1,2.4,5.7,2171-09-22,Zone 2,0.67,262.52,433.25,['aucun']
36.1,40.1,2.4,5.7,2171-09-22,Zone 1,0.57,179.01,663.66,['aucun']
36.1,40.1,2.4,5.7,2171-09-22,Zone 3,0.56,154.93,899.62,['aucun']
11.1,71.5,4.6,7.7,2170-01-23,Zone 2,0.75,282.23,533.89,"['innondation', 'seisme']"
11.1,71.5,4.6,7.7,2170-01-23,Zone 1,0.85,153.94,512.73,['aucun']
11.1,71.5,4.6,7.7,2170-01-23,Zone 3,0.63,156.02,494.22,['innondation']
10.7,59.9,5.1,8.2,2171-01-23,Zone 2,0.73,163.21,130.65,['innondation']
10.7,59.9,5.1,8.2,2171-01-23,Zone 1,0.64,263.11,383.89,['aucun']
10.7,59.9,5.1,8.2,2171-01-23,Zone 3,0.54,156.47,902.59,['innondation']
-7.6,33.8,2.9,0.7,2170-10-23,Zone 2,0.66,184.23,362.75,['innondation']
-7.6,33.8,2.9,0.7,2170-10-23,Zone 1,0.75,255.36,516.08,['seisme']
-7.6,33.8,2.9,0.7,2170-10-23,Zone 3,0.36,186.99,136.31,['innondation']
30.1,43.6,4.1,12.7,2171-10-23,Zone 2,0.57,226.74,971.21,['aucun']
30.1,43.6,4.1,12.7,2171-10-23,Zone 1,0.99,160.79,435.51,['aucun']
30.1,43.6,4.1,12.7,2171-10-23,Zone 3,0.4,181.72,604.61,['innondation']
9.0,58.9,3.5,4.9,2170-11-23,Zone 2,0.61,175.2,852.26,['innondation']
9.0,58.9,3.5,4.9,2170-11-23,Zone 1,0.79,178.45,447.26,['aucun']
9.0,58.9,3.5,4.9,2170-11-23,Zone 3,0.64,168.82,360.91,['innondation']
17.6,70.7,7.1,12.3,2171-11-23,Zone 2,0.73,204.22,866.8,"['innondation', 'seisme']"
17.6,70.7,7.1,12.3,2171-11-23,Zone 1,0.56,183.67,138.75,['aucun']
17.6,70.7,7.1,12.3,2171-11-23,Zone 3,0.58,176.22,879.65,['innondation']
13.5,76.4,6.0,17.2,2170-12-23,Zone 2,0.54,166.32,313.88,['innondation']
13.5,76.4,6.0,17.2,2170-12-23,Zone 1,0.87,213.63,659.04,['seisme']
13.5,76.4,6.0,17.2,2170-12-23,Zone 3,0.38,166.66,851.63,['innondation']
22.1,74.5,3.0,2.3,2171-12-23,Zone 2,0.63,161.72,859.71,['innondation']
22.1,74.5,3.0,2.3,2171-12-23,Zone 1,0.59,167.43,790.03,['aucun']
22.1,74.5,3.0,2.3,2171-12-23,Zone 3,0.7,198.5,264.64,['innondation']
22.8,76.3,5.8,14.6,2170-02-23,Zone 2,0.57,255.79,613.38,['innondation']
22.8,76.3,5.8,14.6,2170-02-23,Zone 1,0.65,247.91,91.67,['aucun']
22.8,76.3,5.8,14.6,2170-02-23,Zone 3,0.55,169.27,397.31,['innondation']
20.2,58.5,4.2,6.1,2171-02-23,Zone 2,0.89,173.16,411.5,['innondation']
20.2,58.5,4.2,6.1,2171-02-23,Zone 1,0.53,266.51,359.93,['aucun']
20.2,58.5,4.2,6.1,2171-02-23,Zone 3,0.39,119.26,525.11,['innondation']
17.3,53.5,4.5,6.0,2170-03-23,Zone 2,0.64,278.72,832.08,"['innondation', 'seisme']"
17.3,53.5,4.5,6.0,2170-03-23,Zone 1,0.6,235.41,567.21,['aucun']
17.3,53.5,4.5,6.0,2170-03-23,Zone 3,0.31,137.74,579.7,['innondation']
16.5,61.6,5.5,13.5,2171-03-23,Zone 2,0.67,155.21,336.03,['innondation']
16.5,61.6,5.5,13.5,2171-03-23,Zone 1,0.81,221.61,341.14,['seisme']
16.5,61.6,5.5,13.5,2171-03-23,Zone 3,0.38,162.63,251.83,['innondation']
10.6,19.2,7.3,16.1,2170-04-23,Zone 2,0.7,231.25,799.93,['aucun']
10.6,19.2,7.3,16.1,2170-04-23,Zone 1,0.6,176.72,134.86,['aucun']
10.6,19.2,7.3,16.1,2170-04-23,Zone 3,0.65,171.82,460.57,['aucun']
18.2,79.7,6.3,14.2,2171-04-23,Zone 2,0.97,181.52,891.84,['innondation']
18.2,79.7,6.3,14.2,2171-04-23,Zone 1,0.85,177.02,430.77,['aucun']
18.2,79.7,6.3,14.2,2171-04-23,Zone 3,0.35,131.71,404.25,['innondation']
24.4,38.7,3.8,7.3,2170-05-23,Zone 2,0.87,196.43,746.04,['innondation']
24.4,38.7,3.8,7.3,2170-05-23,Zone 1,0.7,272.69,331.33,['seisme']
24.4,38.7,3.8,7.3,2170-05-23,Zone 3,0.68,145.55,908.3,['aucun']
26.4,64.3,10.3,16.8,2171-05-23,Zone 2,0.99,270.61,860.56,"['innondation', 'seisme']"
26.4,64.3,10.3,16.8,2171-05-23,Zone 1,0.62,267.36,607.12,['aucun']
26.4,64.3,10.3,16.8,2171-05-23,Zone 3,0.45,128.83,163.02,['innondation']
31.3,63.1,6.8,12.1,2170-06-23,Zone 2,0.69,155.37,619.55,['innondation']
31.3,63.1,6.8,12.1,2170-06-23,Zone 1,0.71,189.86,132.32,['aucun']
31.3,63.1,6.8,12.1,2170-06-23,Zone 3,0.4,131.17,869.26,['innondation']
34.8,46.8,3.7,8.5,2171-06-23,Zone 2,0.88,168.8,447.74,['innondation']
34.8,46.8,3.7,8.5,2171-06-23,Zone 1,0.74,297.32,759.25,['seisme']
34.8,46.8,3.7,8.5,2171-06-23,Zone 3,0.63,174.38,212.83,['innondation']
40.7,36.1,6.3,17.9,2170-07-23,Zone 2,0.74,208.63,998.46,['aucun']
40.7,36.1,6.3,17.9,2170-07-23,Zone 1,0.86,179.79,562.16,['aucun']
40.7,36.1,6.3,17.9,2170-07-23,Zone 3,0.38,112.46,478.09,['innondation']
37.9,36.9,3.9,9.4,2171-07-23,Zone 2,0.83,218.3,269.03,"['innondation', 'seisme']"
37.9,36.9,3.9,9.4,2171-07-23,Zone 1,0.92,194.51,538.54,['aucun']
37.9,36.9,3.9,9.4,2171-07-23,Zone 3,0.45,193.74,21.7,['aucun']
38.5,41.6,4.0,8.3,2171-08-23,Zone 2,0.74,183.47,846.42,['innondation']
38.5,41.6,4.0,8.3,2171-08-23,Zone 1,0.69,180.08,739.6,['aucun']
38.5,41.6,4.0,8.3,2171-08-23,Zone 3,0.56,109.91,553.06,['innondation']
32.7,53.3,1.5,3.0,2170-09-23,Zone 2,0.71,171.89,890.09,['innondation']
32.7,53.3,1.5,3.0,2170-09-23,Zone 1,0.69,179.16,692.43,['aucun']
32.7,53.3,1.5,3.0,2170-09-23,Zone 3,0.6,149.39,234.17,['innondation']
29.9,47.1,3.1,8.3,2171-09-23,Zone 2,0.77,268.88,384.84,['seisme']
29.9,47.1,3.1,8.3,2171-09-23,Zone 1,0.82,222.66,478.63,['seisme']
29.9,47.1,3.1,8.3,2171-09-23,Zone 3,0.5,119.93,46.6,['innondation']
12.4,73.4,12.1,18.8,2170-01-24,Zone 2,0.81,220.68,897.45,"['innondation', 'seisme']"
12.4,73.4,12.1,18.8,2170-01-24,Zone 1,0.56,256.43,260.19,['aucun']
12.4,73.4,12.1,18.8,2170-01-24,Zone 3,0.65,198.68,719.56,['innondation']
7.9,64.7,2.5,0.0,2171-01-24,Zone 2,0.94,282.41,301.34,"['innondation', 'seisme']"
7.9,64.7,2.5,0.0,2171-01-24,Zone 1,0.58,175.52,172.26,['aucun']
7.9,64.7,2.5,0.0,2171-01-24,Zone 3,0.65,173.28,452.52,['aucun']
14.9,61.2,3.3,3.8,2170-10-24,Zone 2,0.89,161.43,489.42,['aucun']
14.9,61.2,3.3,3.8,2170-10-24,Zone 1,0.6,250.1,23.92,['aucun']
14.9,61.2,3.3,3.8,2170-10-24,Zone 3,0.68,143.62,156.99,['innondation']
27.1,57.6,3.3,4.0,2171-10-24,Zone 2,0.86,269.19,894.23,['aucun']
27.1,57.6,3.3,4.0,2171-10-24,Zone 1,0.81,193.91,173.15,['aucun']
27.1,57.6,3.3,4.0,2171-10-24,Zone 3,0.53,151.7,521.82,['innondation']
11.8,75.9,5.3,8.3,2170-11-24,Zone 2,0.9,268.34,582.35,['aucun']
11.8,75.9,5.3,8.3,2170-11-24,Zone 1,0.89,277.82,505.54,['seisme']
11.8,75.9,5.3,8.3,2170-11-24,Zone 3,0.64,111.58,875.54,['innondation']
17.8,75.4,3.2,4.2,2171-11-24,Zone 2,0.68,170.25,928.15,['innondation']
17.8,75.4,3.2,4.2,2171-11-24,Zone 1,0.77,253.62,620.82,['aucun']
17.8,75.4,3.2,4.2,2171-11-24,Zone 3,0.43,107.54,837.0,['innondation']
16.7,66.0,5.3,17.1,2170-12-24,Zone 2,0.87,184.17,365.21,['innondation']
16.7,66.0,5.3,17.1,2170-12-24,Zone 1,0.52,244.77,623.8,['aucun']
16.7,66.0,5.3,17.1,2170-12-24,Zone 3,0.56,126.77,45.96,['innondation']
19.4,66.4,3.1,1.0,2171-12-24,Zone 2,0.81,240.57,391.51,['seisme']
19.4,66.4,3.1,1.0,2171-12-24,Zone 1,0.62,244.38,223.34,['seisme']
19.4,66.4,3.1,1.0,2171-12-24,Zone 3,0.37,180.52,249.37,['aucun']
20.7,63.8,8.0,21.9,2170-02-24,Zone 2,0.67,180.02,316.31,['innondation']
20.7,63.8,8.0,21.9,2170-02-24,Zone 1,0.87,185.02,780.31,['aucun']
20.7,63.8,8.0,21.9,2170-02-24,Zone 3,0.66,127.07,883.96,['aucun']
20.7,69.7,13.5,19.9,2171-02-24,Zone 2,0.65,179.12,796.29,['innondation']
20.7,69.7,13.5,19.9,2171-02-24,Zone 1,0.85,230.58,103.2,['aucun']
20.7,69.7,13.5,19.9,2171-02-24,Zone 3,0.39,123.61,795.09,['innondation']
18.6,48.7,4.9,6.9,2170-03-24,Zone 2,0.66,155.19,174.55,['innondation']
18.6,48.7,4.9,6.9,2170-03-24,Zone 1,0.55,182.37,179.35,['aucun']
18.6,48.7,4.9,6.9,2170-03-24,Zone 3,0.55,185.16,763.55,['innondation']
21.9,50.8,7.6,18.5,2171-03-24,Zone 2,0.87,288.78,182.17,"['innondation', 'seisme']"
21.9,50.8,7.6,18.5,2171-03-24,Zone 1,0.78,152.24,565.74,['aucun']
21.9,50.8,7.6,18.5,2171-03-24,Zone 3,0.63,197.4,932.95,['innondation']
30.1,31.6,6.9,20.7,2170-04-24,Zone 2,0.67,224.12,607.69,['aucun']
30.1,31.6,6.9,20.7,2170-04-24,Zone 1,0.91,273.68,218.97,['seisme']
30.1,31.6,6.9,20.7,2170-04-24,Zone 3,0.57,198.62,813.86,['innondation']
21.8,61.0,12.9,23.8,2171-04-24,Zone 2,0.76,154.34,79.29,['innondation']
21.8,61.0,12.9,23.8,2171-04-24,Zone 1,0.52,294.09,140.28,['aucun']
21.8,61.0,12.9,23.8,2171-04-24,Zone 3,0.42,181.23,184.67,['innondation']
15.8,61.9,4.8,7.6,2170-05-24,Zone 2,0.86,237.34,799.12,['aucun']
15.8,61.9,4.8,7.6,2170-05-24,Zone 1,0.82,256.04,23.44,['seisme']
15.8,61.9,4.8,7.6,2170-05-24,Zone 3,0.46,143.32,468.99,['aucun']
20.7,62.0,6.9,13.1,2171-05-24,Zone 2,0.97,189.23,958.56,['innondation']
20.7,62.0,6.9,13.1,2171-05-24,Zone 1,0.7,290.46,559.4,['seisme']
20.7,62.0,6.9,13.1,2171-05-24,Zone 3,0.68,175.08,327.0,['innondation']
30.4,57.6,5.6,12.1,2170-06-24,Zone 2,0.52,165.39,653.13,['aucun']
30.4,57.6,5.6,12.1,2170-06-24,Zone 1,0.78,296.98,633.45,['seisme']
30.4,57.6,5.6,12.1,2170-06-24,Zone 3,0.37,185.68,892.36,['aucun']
35.1,45.2,3.5,7.9,2171-06-24,Zone 2,0.79,290.76,156.53,"['innondation', 'seisme']"
35.1,45.2,3.5,7.9,2171-06-24,Zone 1,0.92,276.41,569.04,['seisme']
35.1,45.2,3.5,7.9,2171-06-24,Zone 3,0.49,162.2,451.22,['innondation']
37.6,46.9,6.2,13.1,2170-07-24,Zone 2,0.82,212.89,716.25,['aucun']
37.6,46.9,6.2,13.1,2170-07-24,Zone 1,0.73,198.41,581.26,['aucun']
37.6,46.9,6.2,13.1,2170-07-24,Zone 3,0.46,135.61,32.0,['innondation']
42.9,35.7,2.4,6.9,2171-07-24,Zone 2,0.97,208.13,779.18,"['innondation', 'seisme']"
42.9,35.7,2.4,6.9,2171-07-24,Zone 1,0.64,222.45,681.09,['aucun']
42.9,35.7,2.4,6.9,2171-07-24,Zone 3,0.36,147.82,264.57,['aucun']
41.3,35.2,2.8,6.6,2171-08-24,Zone 2,0.8,166.81,94.16,['innondation']
41.3,35.2,2.8,6.6,2171-08-24,Zone 1,0.94,214.95,478.33,['aucun']
41.3,35.2,2.8,6.6,2171-08-24,Zone 3,0.5,113.98,782.71,['innondation']
33.9,37.9,2.7,8.9,2170-09-24,Zone 2,0.63,227.8,103.37,['seisme']
33.9,37.9,2.7,8.9,2170-09-24,Zone 1,0.89,223.75,106.94,['seisme']
33.9,37.9,2.7,8.9,2170-09-24,Zone 3,0.66,160.4,903.61,['aucun']
31.7,60.6,5.1,11.6,2171-09-24,Zone 2,0.88,247.98,855.92,"['innondation', 'seisme']"
31.7,60.6,5.1,11.6,2171-09-24,Zone 1,0.6,196.43,502.47,['aucun']
31.7,60.6,5.1,11.6,2171-09-24,Zone 3,0.68,111.74,780.19,['innondation']
11.6,78.5,5.3,7.6,2170-01-25,Zone 2,0.67,173.6,897.11,['innondation']
11.6,78.5,5.3,7.6,2170-01-25,Zone 1,0.77,186.99,570.98,['aucun']
11.6,78.5,5.3,7.6,2170-01-25,Zone 3,0.42,135.15,57.73,['aucun']
12.3,62.1,2.8,1.8,2171-01-25,Zone 2,0.67,203.36,564.86,"['innondation', 'seisme']"
12.3,62.1,2.8,1.8,2171-01-25,Zone 1,0.97,296.48,381.16,['seisme']
12.3,62.1,2.8,1.8,2171-01-25,Zone 3,0.51,149.45,735.37,['innondation']
19.0,63.1,2.8,2.6,2170-10-25,Zone 2,0.96,221.44,70.28,"['innondation', 'seisme']"
19.0,63.1,2.8,2.6,2170-10-25,Zone 1,0.86,267.95,700.71,['aucun']
19.0,63.1,2.8,2.6,2170-10-25,Zone 3,0.5,156.16,66.19,['innondation']
27.4,59.3,4.1,12.4,2171-10-25,Zone 2,0.93,221.61,42.45,"['innondation', 'seisme']"
27.4,59.3,4.1,12.4,2171-10-25,Zone 1,0.79,162.63,565.53,['aucun']
27.4,59.3,4.1,12.4,2171-10-25,Zone 3,0.68,123.05,996.07,['aucun']
17.8,68.4,5.0,7.0,2170-11-25,Zone 2,0.79,150.77,585.02,['innondation']
17.8,68.4,5.0,7.0,2170-11-25,Zone 1,0.54,192.68,661.7,['aucun']
17.8,68.4,5.0,7.0,2170-11-25,Zone 3,0.67,142.73,870.61,['innondation']
15.7,65.1,7.9,14.3,2171-11-25,Zone 2,0.7,178.59,572.98,['innondation']
15.7,65.1,7.9,14.3,2171-11-25,Zone 1,0.9,255.85,612.09,['seisme']
15.7,65.1,7.9,14.3,2171-11-25,Zone 3,0.69,156.77,517.03,['innondation']
14.6,75.0,3.5,4.6,2170-12-25,Zone 2,0.81,161.6,391.8,['innondation']
14.6,75.0,3.5,4.6,2170-12-25,Zone 1,0.98,226.6,210.34,['seisme']
14.6,75.0,3.5,4.6,2170-12-25,Zone 3,0.53,196.11,393.99,['innondation']
18.3,67.9,4.6,12.3,2171-12-25,Zone 2,0.53,224.08,629.98,['aucun']
18.3,67.9,4.6,12.3,2171-12-25,Zone 1,0.88,160.15,665.2,['aucun']
18.3,67.9,4.6,12.3,2171-12-25,Zone 3,0.34,106.59,844.4,['innondation']
15.7,65.6,5.0,10.5,2170-02-25,Zone 2,0.55,255.36,307.28,['innondation']
15.7,65.6,5.0,10.5,2170-02-25,Zone 1,0.81,242.54,732.3,['seisme']
15.7,65.6,5.0,10.5,2170-02-25,Zone 3,0.58,107.87,23.11,['innondation']
12.1,56.2,4.8,10.2,2171-02-25,Zone 2,0.94,187.09,741.01,['innondation']
12.1,56.2,4.8,10.2,2171-02-25,Zone 1,0.91,249.93,593.84,['seisme']
12.1,56.2,4.8,10.2,2171-02-25,Zone 3,0.36,110.78,351.57,['innondation']
19.6,59.0,3.6,7.3,2170-03-25,Zone 2,0.55,228.48,178.33,['innondation']
19.6,59.0,3.6,7.3,2170-03-25,Zone 1,0.6,183.51,71.35,['aucun']
19.6,59.0,3.6,7.3,2170-03-25,Zone 3,0.62,138.2,647.98,['aucun']
22.6,40.5,9.9,19.5,2171-03-25,Zone 2,0.67,297.29,815.36,['aucun']
22.6,40.5,9.9,19.5,2171-03-25,Zone 1,0.71,296.65,67.92,['aucun']
22.6,40.5,9.9,19.5,2171-03-25,Zone 3,0.38,133.46,153.06,['aucun']
19.7,51.6,6.6,19.1,2170-04-25,Zone 2,0.62,256.26,366.51,['innondation']
19.7,51.6,6.6,19.1,2170-04-25,Zone 1,0.94,169.01,134.21,['aucun']
19.7,51.6,6.6,19.1,2170-04-25,Zone 3,0.39,198.46,281.3,['innondation']
18.5,62.0,3.8,6.1,2171-04-25,Zone 2,0.76,202.69,652.04,"['innondation', 'seisme']"
18.5,62.0,3.8,6.1,2171-04-25,Zone 1,0.66,175.38,146.95,['aucun']
18.5,62.0,3.8,6.1,2171-04-25,Zone 3,0.38,161.8,459.43,['innondation']
18.8,49.2,7.9,13.6,2170-05-25,Zone 2,0.81,271.03,612.88,['aucun']
