,temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
2495,20.4,46.3,8.6,17.8,0.0,2170-04-03,Zone 1,0.59,172.17,276.32,aucun
"2496,20.4,46.3,8.6,17.8,0.0,2170-04-03,Zone 2,0.98,207.99,937.64,""['innondation', 'seisme']"""
2497,20.4,46.3,8.6,17.8,0.0,2170-04-03,Zone 3,0.64,290.14,87.11,['seisme']
2498,20.4,46.3,8.6,17.8,0.0,2170-04-03,Zone 4,0.41,174.0,681.79,['innondation']
2499,20.4,46.3,8.6,17.8,0.0,2170-04-03,Zone 5,0.62,142.99,936.29,aucun
2500,10.7,61.2,4.4,6.6,0.0,2171-04-03,Zone 1,0.74,188.46,72.1,aucun
"2501,10.7,61.2,4.4,6.6,0.0,2171-04-03,Zone 2,0.74,297.42,345.03,""['innondation', 'seisme']"""
2502,10.7,61.2,4.4,6.6,0.0,2171-04-03,Zone 3,0.59,221.3,363.7,aucun
2503,10.7,61.2,4.4,6.6,0.0,2171-04-03,Zone 4,0.34,116.62,256.53,['innondation']
2504,10.7,61.2,4.4,6.6,0.0,2171-04-03,Zone 5,0.39,183.35,338.84,['innondation']
2505,23.7,39.6,3.8,7.6,0.0,2170-05-03,Zone 1,0.95,234.15,745.06,aucun
2506,23.7,39.6,3.8,7.6,0.0,2170-05-03,Zone 2,0.72,276.72,329.57,aucun
2507,23.7,39.6,3.8,7.6,0.0,2170-05-03,Zone 3,0.52,247.04,183.16,aucun
2508,23.7,39.6,3.8,7.6,0.0,2170-05-03,Zone 4,0.58,104.81,515.54,['innondation']
2509,23.7,39.6,3.8,7.6,0.0,2170-05-03,Zone 5,0.61,177.44,377.38,aucun
2510,24.5,60.9,4.0,8.7,0.0,2171-05-03,Zone 1,0.85,198.13,371.25,aucun
"2511,24.5,60.9,4.0,8.7,0.0,2171-05-03,Zone 2,0.95,262.33,776.77,""['innondation', 'seisme']"""
2512,24.5,60.9,4.0,8.7,0.0,2171-05-03,Zone 3,0.86,211.17,460.61,aucun
2513,24.5,60.9,4.0,8.7,0.0,2171-05-03,Zone 4,0.61,199.8,366.28,['innondation']
2514,24.5,60.9,4.0,8.7,0.0,2171-05-03,Zone 5,0.48,140.64,290.9,['innondation']
2515,33.4,55.1,4.0,15.2,0.0,2170-06-03,Zone 1,0.97,167.47,398.53,aucun
"2516,33.4,55.1,4.0,15.2,0.0,2170-06-03,Zone 2,0.79,226.12,564.84,""['innondation', 'seisme']"""
2517,33.4,55.1,4.0,15.2,0.0,2170-06-03,Zone 3,0.58,167.37,130.92,aucun
2518,33.4,55.1,4.0,15.2,0.0,2170-06-03,Zone 4,0.65,198.69,318.51,aucun
2519,33.4,55.1,4.0,15.2,0.0,2170-06-03,Zone 5,0.5,102.76,514.64,['innondation']
2520,36.9,51.1,3.4,12.4,0.0,2171-06-03,Zone 1,0.95,288.12,167.99,['seisme']
2521,36.9,51.1,3.4,12.4,0.0,2171-06-03,Zone 2,0.8,185.53,852.91,['innondation']
2522,36.9,51.1,3.4,12.4,0.0,2171-06-03,Zone 3,0.76,249.89,60.96,['seisme']
2523,36.9,51.1,3.4,12.4,0.0,2171-06-03,Zone 4,0.56,146.15,306.82,aucun
2524,36.9,51.1,3.4,12.4,0.0,2171-06-03,Zone 5,0.66,156.43,208.1,['innondation']
2525,37.0,55.4,2.9,6.0,0.0,2170-07-03,Zone 1,0.69,226.72,20.63,aucun
2526,37.0,55.4,2.9,6.0,0.0,2170-07-03,Zone 2,0.85,160.61,476.65,aucun
2527,37.0,55.4,2.9,6.0,0.0,2170-07-03,Zone 3,0.97,190.95,94.82,aucun
2528,37.0,55.4,2.9,6.0,0.0,2170-07-03,Zone 4,0.57,193.98,930.98,['innondation']
2529,37.0,55.4,2.9,6.0,0.0,2170-07-03,Zone 5,0.43,153.96,923.18,['innondation']
2530,40.6,39.3,3.9,11.2,0.0,2171-07-03,Zone 1,0.98,295.38,423.16,['seisme']
"2531,40.6,39.3,3.9,11.2,0.0,2171-07-03,Zone 2,0.83,231.87,718.06,""['innondation', 'seisme']"""
2532,40.6,39.3,3.9,11.2,0.0,2171-07-03,Zone 3,0.71,150.38,141.55,aucun
2533,40.6,39.3,3.9,11.2,0.0,2171-07-03,Zone 4,0.53,143.02,706.81,['innondation']
2534,40.6,39.3,3.9,11.2,0.0,2171-07-03,Zone 5,0.47,112.8,980.43,['innondation']
2535,34.1,48.4,2.5,6.8,0.0,2170-08-03,Zone 1,0.69,213.14,25.95,['seisme']
2536,34.1,48.4,2.5,6.8,0.0,2170-08-03,Zone 2,0.5,278.48,138.9,['innondation']
2537,34.1,48.4,2.5,6.8,0.0,2170-08-03,Zone 3,0.88,174.63,743.1,aucun
2538,34.1,48.4,2.5,6.8,0.0,2170-08-03,Zone 4,0.41,104.18,132.78,['innondation']
2539,34.1,48.4,2.5,6.8,0.0,2170-08-03,Zone 5,0.41,173.81,454.9,['innondation']
2540,44.1,31.1,3.0,9.3,0.0,2171-08-03,Zone 1,0.7,268.55,398.36,['seisme']
2541,44.1,31.1,3.0,9.3,0.0,2171-08-03,Zone 2,0.62,223.93,195.25,aucun
2542,44.1,31.1,3.0,9.3,0.0,2171-08-03,Zone 3,0.79,185.96,677.73,aucun
2543,44.1,31.1,3.0,9.3,0.0,2171-08-03,Zone 4,0.57,123.03,294.4,['innondation']
2544,44.1,31.1,3.0,9.3,0.0,2171-08-03,Zone 5,0.54,109.19,89.08,aucun
2545,35.3,44.0,2.1,5.6,0.0,2171-09-03,Zone 1,0.89,222.15,280.97,['seisme']
"2546,35.3,44.0,2.1,5.6,0.0,2171-09-03,Zone 2,0.62,229.72,176.4,""['innondation', 'seisme']"""
2547,35.3,44.0,2.1,5.6,0.0,2171-09-03,Zone 3,0.69,252.68,68.52,['seisme']
2548,35.3,44.0,2.1,5.6,0.0,2171-09-03,Zone 4,0.39,195.58,266.94,['innondation']
2549,35.3,44.0,2.1,5.6,0.0,2171-09-03,Zone 5,0.51,162.85,230.6,['innondation']
2550,16.2,63.5,12.5,21.6,0.0,2170-01-30,Zone 1,0.93,236.83,778.21,aucun
2551,16.2,63.5,12.5,21.6,0.0,2170-01-30,Zone 2,0.78,197.99,813.86,['innondation']
2552,16.2,63.5,12.5,21.6,0.0,2170-01-30,Zone 3,0.53,231.33,121.93,aucun
2553,16.2,63.5,12.5,21.6,0.0,2170-01-30,Zone 4,0.44,155.54,556.38,['innondation']
2554,16.2,63.5,12.5,21.6,0.0,2170-01-30,Zone 5,0.54,162.61,634.05,aucun
2555,5.0,69.8,4.1,6.7,0.0,2171-01-30,Zone 1,0.65,188.37,85.81,aucun
2556,5.0,69.8,4.1,6.7,0.0,2171-01-30,Zone 2,0.53,251.25,308.4,['innondation']
2557,5.0,69.8,4.1,6.7,0.0,2171-01-30,Zone 3,0.81,268.05,53.7,['seisme']
2558,5.0,69.8,4.1,6.7,0.0,2171-01-30,Zone 4,0.5,122.47,751.62,['innondation']
2559,5.0,69.8,4.1,6.7,0.0,2171-01-30,Zone 5,0.39,174.85,347.68,aucun
2560,26.4,56.0,4.5,8.4,0.0,2170-10-30,Zone 1,0.73,295.7,274.07,['seisme']
2561,26.4,56.0,4.5,8.4,0.0,2170-10-30,Zone 2,0.54,234.27,477.9,['innondation']
2562,26.4,56.0,4.5,8.4,0.0,2170-10-30,Zone 3,0.63,246.25,663.12,['seisme']
2563,26.4,56.0,4.5,8.4,0.0,2170-10-30,Zone 4,0.51,130.48,75.87,['innondation']
2564,26.4,56.0,4.5,8.4,0.0,2170-10-30,Zone 5,0.48,191.89,638.76,['innondation']
2565,25.4,52.7,4.8,11.8,0.0,2171-10-30,Zone 1,0.85,275.2,697.89,['seisme']
2566,25.4,52.7,4.8,11.8,0.0,2171-10-30,Zone 2,0.94,160.64,242.73,['innondation']
2567,25.4,52.7,4.8,11.8,0.0,2171-10-30,Zone 3,0.98,251.63,640.26,aucun
2568,25.4,52.7,4.8,11.8,0.0,2171-10-30,Zone 4,0.6,194.49,348.26,aucun
2569,25.4,52.7,4.8,11.8,0.0,2171-10-30,Zone 5,0.4,167.95,564.35,aucun
2570,-6.4,55.8,3.1,3.4,0.0,2170-11-30,Zone 1,0.62,265.13,131.88,aucun
2571,-6.4,55.8,3.1,3.4,0.0,2170-11-30,Zone 2,0.55,159.83,293.05,['innondation']
2572,-6.4,55.8,3.1,3.4,0.0,2170-11-30,Zone 3,0.69,247.41,552.63,['seisme']
2573,-6.4,55.8,3.1,3.4,0.0,2170-11-30,Zone 4,0.69,189.76,348.13,['innondation']
2574,-6.4,55.8,3.1,3.4,0.0,2170-11-30,Zone 5,0.39,184.0,87.76,['innondation']
2575,12.3,70.4,3.0,3.3,0.0,2171-11-30,Zone 1,0.76,210.96,145.31,['seisme']
2576,12.3,70.4,3.0,3.3,0.0,2171-11-30,Zone 2,0.58,200.5,294.54,['innondation']
2577,12.3,70.4,3.0,3.3,0.0,2171-11-30,Zone 3,0.56,261.93,433.07,aucun
2578,12.3,70.4,3.0,3.3,0.0,2171-11-30,Zone 4,0.44,151.99,619.87,['innondation']
2579,12.3,70.4,3.0,3.3,0.0,2171-11-30,Zone 5,0.63,174.41,392.6,aucun
2580,18.8,77.8,2.9,2.9,0.0,2170-12-30,Zone 1,0.54,291.64,41.47,aucun
2581,18.8,77.8,2.9,2.9,0.0,2170-12-30,Zone 2,0.72,179.47,337.07,['innondation']
2582,18.8,77.8,2.9,2.9,0.0,2170-12-30,Zone 3,0.78,263.89,711.12,aucun
2583,18.8,77.8,2.9,2.9,0.0,2170-12-30,Zone 4,0.63,108.08,919.43,aucun
2584,18.8,77.8,2.9,2.9,0.0,2170-12-30,Zone 5,0.65,146.06,25.61,['innondation']
2585,23.2,67.6,4.7,13.3,0.0,2171-12-30,Zone 1,1.0,265.7,440.21,aucun
2586,23.2,67.6,4.7,13.3,0.0,2171-12-30,Zone 2,0.58,291.44,127.08,['innondation']
2587,23.2,67.6,4.7,13.3,0.0,2171-12-30,Zone 3,0.51,203.67,783.0,aucun
2588,23.2,67.6,4.7,13.3,0.0,2171-12-30,Zone 4,0.47,199.43,989.74,['innondation']
2589,23.2,67.6,4.7,13.3,0.0,2171-12-30,Zone 5,0.61,190.81,156.44,['innondation']
2590,22.3,41.7,8.0,21.0,0.0,2170-03-30,Zone 1,0.53,174.92,379.15,aucun
2591,22.3,41.7,8.0,21.0,0.0,2170-03-30,Zone 2,0.71,249.41,315.81,['innondation']
2592,22.3,41.7,8.0,21.0,0.0,2170-03-30,Zone 3,0.77,261.97,555.89,['seisme']
2593,22.3,41.7,8.0,21.0,0.0,2170-03-30,Zone 4,0.51,188.65,760.25,['innondation']
2594,22.3,41.7,8.0,21.0,0.0,2170-03-30,Zone 5,0.46,132.83,531.45,['innondation']
2595,19.9,63.3,5.4,8.4,0.0,2171-03-30,Zone 1,0.9,174.83,617.25,aucun
"2596,19.9,63.3,5.4,8.4,0.0,2171-03-30,Zone 2,0.7,222.38,561.52,""['innondation', 'seisme']"""
2597,19.9,63.3,5.4,8.4,0.0,2171-03-30,Zone 3,0.5,279.58,498.15,aucun
2598,19.9,63.3,5.4,8.4,0.0,2171-03-30,Zone 4,0.34,131.01,869.19,['innondation']
2599,19.9,63.3,5.4,8.4,0.0,2171-03-30,Zone 5,0.39,111.22,725.47,['innondation']
2600,18.2,63.8,4.5,7.3,0.0,2170-04-30,Zone 1,0.85,189.74,699.76,aucun
"2601,18.2,63.8,4.5,7.3,0.0,2170-04-30,Zone 2,0.76,234.3,326.05,""['innondation', 'seisme']"""
2602,18.2,63.8,4.5,7.3,0.0,2170-04-30,Zone 3,0.57,271.8,783.78,aucun
2603,18.2,63.8,4.5,7.3,0.0,2170-04-30,Zone 4,0.41,147.28,772.16,['innondation']
2604,18.2,63.8,4.5,7.3,0.0,2170-04-30,Zone 5,0.65,171.19,807.2,['innondation']
2605,24.1,51.7,7.4,15.7,0.0,2171-04-30,Zone 1,0.56,258.97,304.34,aucun
"2606,24.1,51.7,7.4,15.7,0.0,2171-04-30,Zone 2,0.92,220.89,528.48,""['innondation', 'seisme']"""
2607,24.1,51.7,7.4,15.7,0.0,2171-04-30,Zone 3,0.85,197.73,637.37,aucun
2608,24.1,51.7,7.4,15.7,0.0,2171-04-30,Zone 4,0.31,142.46,947.58,aucun
2609,24.1,51.7,7.4,15.7,0.0,2171-04-30,Zone 5,0.63,187.43,266.44,['innondation']
2610,30.8,53.9,4.9,9.2,0.0,2170-05-30,Zone 1,0.85,297.4,155.0,['seisme']
"2611,30.8,53.9,4.9,9.2,0.0,2170-05-30,Zone 2,0.69,287.27,920.39,""['innondation', 'seisme']"""
2612,30.8,53.9,4.9,9.2,0.0,2170-05-30,Zone 3,0.85,156.63,600.14,aucun
2613,30.8,53.9,4.9,9.2,0.0,2170-05-30,Zone 4,0.33,167.05,584.62,aucun
2614,30.8,53.9,4.9,9.2,0.0,2170-05-30,Zone 5,0.48,150.42,334.14,aucun
2615,29.9,43.3,3.7,7.1,0.0,2171-05-30,Zone 1,0.51,259.83,500.0,aucun
2616,29.9,43.3,3.7,7.1,0.0,2171-05-30,Zone 2,0.93,191.89,392.71,['innondation']
2617,29.9,43.3,3.7,7.1,0.0,2171-05-30,Zone 3,0.9,253.16,227.97,aucun
2618,29.9,43.3,3.7,7.1,0.0,2171-05-30,Zone 4,0.46,138.02,716.5,['innondation']
2619,29.9,43.3,3.7,7.1,0.0,2171-05-30,Zone 5,0.37,156.8,474.27,['innondation']
2620,31.4,50.4,3.5,8.3,0.0,2170-06-30,Zone 1,0.9,216.03,708.33,['seisme']
"2621,31.4,50.4,3.5,8.3,0.0,2170-06-30,Zone 2,0.89,211.36,891.62,""['innondation', 'seisme']"""
2622,31.4,50.4,3.5,8.3,0.0,2170-06-30,Zone 3,0.91,274.44,392.93,['seisme']
2623,31.4,50.4,3.5,8.3,0.0,2170-06-30,Zone 4,0.31,163.05,405.98,aucun
2624,31.4,50.4,3.5,8.3,0.0,2170-06-30,Zone 5,0.47,174.28,798.58,aucun
2625,30.9,59.4,3.9,11.0,0.0,2171-06-30,Zone 1,0.74,163.77,264.39,aucun
"2626,30.9,59.4,3.9,11.0,0.0,2171-06-30,Zone 2,0.94,247.25,252.72,""['innondation', 'seisme']"""
2627,30.9,59.4,3.9,11.0,0.0,2171-06-30,Zone 3,0.97,155.75,612.78,aucun
2628,30.9,59.4,3.9,11.0,0.0,2171-06-30,Zone 4,0.63,154.36,668.93,['innondation']
2629,30.9,59.4,3.9,11.0,0.0,2171-06-30,Zone 5,0.58,129.89,416.04,['innondation']
2630,33.2,53.5,4.4,10.3,0.0,2170-07-30,Zone 1,0.85,219.71,53.34,['seisme']
"2631,33.2,53.5,4.4,10.3,0.0,2170-07-30,Zone 2,0.82,230.06,360.91,""['innondation', 'seisme']"""
2632,33.2,53.5,4.4,10.3,0.0,2170-07-30,Zone 3,0.56,287.69,295.87,aucun
2633,33.2,53.5,4.4,10.3,0.0,2170-07-30,Zone 4,0.43,101.55,659.31,['innondation']
2634,33.2,53.5,4.4,10.3,0.0,2170-07-30,Zone 5,0.47,136.99,807.0,['innondation']
2635,41.3,35.4,4.1,11.2,0.0,2171-07-30,Zone 1,0.67,299.53,704.03,aucun
"2636,41.3,35.4,4.1,11.2,0.0,2171-07-30,Zone 2,0.72,200.74,82.55,""['innondation', 'seisme']"""
2637,41.3,35.4,4.1,11.2,0.0,2171-07-30,Zone 3,0.61,165.72,417.15,aucun
2638,41.3,35.4,4.1,11.2,0.0,2171-07-30,Zone 4,0.36,101.04,734.2,['innondation']
2639,41.3,35.4,4.1,11.2,0.0,2171-07-30,Zone 5,0.7,141.24,754.09,aucun
2640,41.5,34.1,3.6,7.6,0.0,2171-08-30,Zone 1,0.66,254.88,521.85,['seisme']
2641,41.5,34.1,3.6,7.6,0.0,2171-08-30,Zone 2,0.6,238.32,413.62,aucun
2642,41.5,34.1,3.6,7.6,0.0,2171-08-30,Zone 3,0.91,225.48,741.15,['seisme']
2643,41.5,34.1,3.6,7.6,0.0,2171-08-30,Zone 4,0.54,114.78,290.95,['innondation']
2644,41.5,34.1,3.6,7.6,0.0,2171-08-30,Zone 5,0.32,186.13,920.84,['innondation']
2645,24.0,55.6,6.9,14.1,0.0,2171-09-30,Zone 1,0.65,188.6,89.18,aucun
"2646,24.0,55.6,6.9,14.1,0.0,2171-09-30,Zone 2,0.72,217.03,774.39,""['innondation', 'seisme']"""
2647,24.0,55.6,6.9,14.1,0.0,2171-09-30,Zone 3,0.67,204.34,377.19,['seisme']
2648,24.0,55.6,6.9,14.1,0.0,2171-09-30,Zone 4,0.43,122.77,217.97,['innondation']
2649,24.0,55.6,6.9,14.1,0.0,2171-09-30,Zone 5,0.58,120.14,175.72,aucun
2650,18.0,73.8,11.3,21.1,0.1,2170-01-31,Zone 1,0.75,247.74,85.81,['seisme']
2651,18.0,73.8,11.3,21.1,0.1,2170-01-31,Zone 2,0.5,282.75,535.22,['innondation']
2652,18.0,73.8,11.3,21.1,0.1,2170-01-31,Zone 3,0.79,196.21,712.47,aucun
2653,18.0,73.8,11.3,21.1,0.1,2170-01-31,Zone 4,0.59,113.45,572.48,['innondation']
2654,18.0,73.8,11.3,21.1,0.1,2170-01-31,Zone 5,0.45,117.75,638.45,aucun
2655,12.5,82.6,15.1,26.2,0.0,2171-01-31,Zone 1,0.53,202.92,331.49,aucun
2656,12.5,82.6,15.1,26.2,0.0,2171-01-31,Zone 2,0.56,226.97,131.17,['innondation']
2657,12.5,82.6,15.1,26.2,0.0,2171-01-31,Zone 3,0.89,185.02,42.68,aucun
2658,12.5,82.6,15.1,26.2,0.0,2171-01-31,Zone 4,0.37,153.18,825.76,['innondation']
2659,12.5,82.6,15.1,26.2,0.0,2171-01-31,Zone 5,0.49,175.27,417.51,['innondation']
2660,23.2,68.3,4.6,12.3,0.1,2170-10-31,Zone 1,0.69,244.6,523.65,['seisme']
2661,23.2,68.3,4.6,12.3,0.1,2170-10-31,Zone 2,0.72,172.31,582.55,aucun
2662,23.2,68.3,4.6,12.3,0.1,2170-10-31,Zone 3,0.61,259.97,197.48,['seisme']
2663,23.2,68.3,4.6,12.3,0.1,2170-10-31,Zone 4,0.31,104.84,739.24,['innondation']
2664,23.2,68.3,4.6,12.3,0.1,2170-10-31,Zone 5,0.56,160.23,273.27,['innondation']
2665,26.1,50.4,3.9,10.9,0.0,2171-10-31,Zone 1,0.94,289.25,756.36,aucun
"2666,26.1,50.4,3.9,10.9,0.0,2171-10-31,Zone 2,0.72,236.29,946.66,""['innondation', 'seisme']"""
2667,26.1,50.4,3.9,10.9,0.0,2171-10-31,Zone 3,0.83,250.4,497.98,['seisme']
2668,26.1,50.4,3.9,10.9,0.0,2171-10-31,Zone 4,0.35,141.61,839.07,['innondation']
2669,26.1,50.4,3.9,10.9,0.0,2171-10-31,Zone 5,0.39,189.24,142.33,['innondation']
2670,15.7,62.1,2.7,1.5,0.0,2170-12-31,Zone 1,0.88,177.66,73.89,aucun
"2671,15.7,62.1,2.7,1.5,0.0,2170-12-31,Zone 2,0.9,245.21,166.63,""['innondation', 'seisme']"""
2672,15.7,62.1,2.7,1.5,0.0,2170-12-31,Zone 3,0.77,191.22,98.44,aucun
2673,15.7,62.1,2.7,1.5,0.0,2170-12-31,Zone 4,0.57,176.51,908.64,['innondation']
2674,15.7,62.1,2.7,1.5,0.0,2170-12-31,Zone 5,0.57,131.73,876.33,['innondation']
2675,23.3,62.2,6.5,18.2,0.0,2171-12-31,Zone 1,0.95,264.5,663.31,aucun
2676,23.3,62.2,6.5,18.2,0.0,2171-12-31,Zone 2,0.86,179.71,833.37,['innondation']
2677,23.3,62.2,6.5,18.2,0.0,2171-12-31,Zone 3,0.58,234.87,210.51,aucun
2678,23.3,62.2,6.5,18.2,0.0,2171-12-31,Zone 4,0.51,116.38,220.28,['innondation']
2679,23.3,62.2,6.5,18.2,0.0,2171-12-31,Zone 5,0.42,103.16,736.74,['innondation']
2680,19.8,36.2,7.5,18.8,0.0,2170-03-31,Zone 1,0.94,150.47,542.57,aucun
2681,19.8,36.2,7.5,18.8,0.0,2170-03-31,Zone 2,0.8,152.55,971.26,aucun
2682,19.8,36.2,7.5,18.8,0.0,2170-03-31,Zone 3,0.94,184.33,10.45,aucun
2683,19.8,36.2,7.5,18.8,0.0,2170-03-31,Zone 4,0.69,102.57,58.61,['innondation']
2684,19.8,36.2,7.5,18.8,0.0,2170-03-31,Zone 5,0.5,179.54,648.92,['innondation']
2685,19.3,69.1,13.8,23.3,0.1,2171-03-31,Zone 1,0.72,244.36,320.43,['seisme']
"2686,19.3,69.1,13.8,23.3,0.1,2171-03-31,Zone 2,0.64,249.28,549.97,""['innondation', 'seisme']"""
2687,19.3,69.1,13.8,23.3,0.1,2171-03-31,Zone 3,0.72,152.04,637.17,aucun
2688,19.3,69.1,13.8,23.3,0.1,2171-03-31,Zone 4,0.52,176.59,396.02,['innondation']
2689,19.3,69.1,13.8,23.3,0.1,2171-03-31,Zone 5,0.45,173.47,299.75,['innondation']
2690,31.0,49.4,4.5,13.7,0.0,2170-05-31,Zone 1,0.76,167.43,175.56,aucun
"2691,31.0,49.4,4.5,13.7,0.0,2170-05-31,Zone 2,0.77,255.97,306.97,""['innondation', 'seisme']"""
2692,31.0,49.4,4.5,13.7,0.0,2170-05-31,Zone 3,0.64,249.32,775.28,aucun
2693,31.0,49.4,4.5,13.7,0.0,2170-05-31,Zone 4,0.65,136.1,113.26,['innondation']
2694,31.0,49.4,4.5,13.7,0.0,2170-05-31,Zone 5,0.51,182.09,850.76,['innondation']
2695,29.9,35.9,4.8,7.2,0.0,2171-05-31,Zone 1,0.71,214.49,480.41,['seisme']
"2696,29.9,35.9,4.8,7.2,0.0,2171-05-31,Zone 2,0.66,237.72,347.43,""['innondation', 'seisme']"""
2697,29.9,35.9,4.8,7.2,0.0,2171-05-31,Zone 3,0.52,267.37,584.07,aucun
2698,29.9,35.9,4.8,7.2,0.0,2171-05-31,Zone 4,0.58,150.25,868.44,aucun
2699,29.9,35.9,4.8,7.2,0.0,2171-05-31,Zone 5,0.52,133.7,777.72,['innondation']
2700,29.1,64.2,5.1,10.8,0.0,2170-07-31,Zone 1,0.94,284.46,421.48,['seisme']
2701,29.1,64.2,5.1,10.8,0.0,2170-07-31,Zone 2,0.64,157.52,854.66,aucun
2702,29.1,64.2,5.1,10.8,0.0,2170-07-31,Zone 3,0.93,265.33,60.3,['seisme']
2703,29.1,64.2,5.1,10.8,0.0,2170-07-31,Zone 4,0.39,175.9,666.6,aucun
2704,29.1,64.2,5.1,10.8,0.0,2170-07-31,Zone 5,0.52,197.63,87.71,aucun
2705,44.5,27.8,3.5,9.6,0.0,2171-07-31,Zone 1,0.57,217.56,128.69,aucun
2706,44.5,27.8,3.5,9.6,0.0,2171-07-31,Zone 2,0.61,155.87,649.64,['innondation']
2707,44.5,27.8,3.5,9.6,0.0,2171-07-31,Zone 3,0.97,150.26,45.83,aucun
2708,44.5,27.8,3.5,9.6,0.0,2171-07-31,Zone 4,0.35,116.18,676.85,aucun
2709,44.5,27.8,3.5,9.6,0.0,2171-07-31,Zone 5,0.67,161.51,271.29,['innondation']
2710,35.0,48.1,5.7,9.5,0.0,2171-08-31,Zone 1,0.84,296.81,26.94,['seisme']
"2711,35.0,48.1,5.7,9.5,0.0,2171-08-31,Zone 2,0.86,255.73,498.72,""['innondation', 'seisme']"""
2712,35.0,48.1,5.7,9.5,0.0,2171-08-31,Zone 3,0.66,150.9,371.73,aucun
2713,35.0,48.1,5.7,9.5,0.0,2171-08-31,Zone 4,0.35,121.79,197.61,aucun
2714,35.0,48.1,5.7,9.5,0.0,2171-08-31,Zone 5,0.46,135.18,993.46,aucun
2715,6.8,63.0,3.2,4.1,0.0,2170-01-04,Zone 1,0.89,231.38,293.83,['seisme']
"2716,6.8,63.0,3.2,4.1,0.0,2170-01-04,Zone 2,0.87,249.47,858.37,""['innondation', 'seisme']"""
2717,6.8,63.0,3.2,4.1,0.0,2170-01-04,Zone 3,0.56,195.73,493.99,aucun
2718,6.8,63.0,3.2,4.1,0.0,2170-01-04,Zone 4,0.52,135.98,614.2,['innondation']
2719,6.8,63.0,3.2,4.1,0.0,2170-01-04,Zone 5,0.51,105.06,456.63,['innondation']
2720,13.7,69.8,4.5,10.8,0.1,2171-01-04,Zone 1,0.68,187.77,506.02,aucun
"2721,13.7,69.8,4.5,10.8,0.1,2171-01-04,Zone 2,0.94,229.56,376.5,""['innondation', 'seisme']"""
2722,13.7,69.8,4.5,10.8,0.1,2171-01-04,Zone 3,0.57,252.15,440.93,aucun
2723,13.7,69.8,4.5,10.8,0.1,2171-01-04,Zone 4,0.41,177.72,520.71,['innondation']
2724,13.7,69.8,4.5,10.8,0.1,2171-01-04,Zone 5,0.6,172.83,111.22,aucun
2725,25.4,64.4,6.2,10.9,0.0,2170-10-04,Zone 1,0.81,258.95,429.8,['seisme']
2726,25.4,64.4,6.2,10.9,0.0,2170-10-04,Zone 2,1.0,268.0,824.35,['seisme']
2727,25.4,64.4,6.2,10.9,0.0,2170-10-04,Zone 3,0.92,209.59,473.02,['seisme']
2728,25.4,64.4,6.2,10.9,0.0,2170-10-04,Zone 4,0.46,182.46,98.7,aucun
2729,25.4,64.4,6.2,10.9,0.0,2170-10-04,Zone 5,0.5,197.52,9.68,['innondation']
2730,26.1,61.7,3.0,3.3,0.0,2171-10-04,Zone 1,0.72,194.83,360.59,aucun
2731,26.1,61.7,3.0,3.3,0.0,2171-10-04,Zone 2,0.54,284.35,38.49,['innondation']
2732,26.1,61.7,3.0,3.3,0.0,2171-10-04,Zone 3,0.76,186.9,682.17,aucun
2733,26.1,61.7,3.0,3.3,0.0,2171-10-04,Zone 4,0.37,174.84,333.93,['innondation']
2734,26.1,61.7,3.0,3.3,0.0,2171-10-04,Zone 5,0.52,120.71,826.51,['innondation']
2735,12.9,72.3,3.5,5.4,0.0,2170-11-04,Zone 1,0.84,292.45,374.96,aucun
2736,12.9,72.3,3.5,5.4,0.0,2170-11-04,Zone 2,0.84,238.78,404.23,aucun
2737,12.9,72.3,3.5,5.4,0.0,2170-11-04,Zone 3,0.52,214.25,256.57,aucun
2738,12.9,72.3,3.5,5.4,0.0,2170-11-04,Zone 4,0.45,195.27,615.74,['innondation']
2739,12.9,72.3,3.5,5.4,0.0,2170-11-04,Zone 5,0.33,180.67,446.74,['innondation']
2740,16.9,59.6,15.5,24.5,0.0,2171-11-04,Zone 1,0.64,172.91,387.03,aucun
"2741,16.9,59.6,15.5,24.5,0.0,2171-11-04,Zone 2,0.74,219.34,42.11,""['innondation', 'seisme']"""
2742,16.9,59.6,15.5,24.5,0.0,2171-11-04,Zone 3,0.62,232.71,535.37,['seisme']
2743,16.9,59.6,15.5,24.5,0.0,2171-11-04,Zone 4,0.59,101.35,689.62,['innondation']
2744,16.9,59.6,15.5,24.5,0.0,2171-11-04,Zone 5,0.43,152.93,106.26,['innondation']
2745,20.2,60.3,15.9,24.6,0.1,2170-12-04,Zone 1,0.87,166.33,748.21,aucun
"2746,20.2,60.3,15.9,24.6,0.1,2170-12-04,Zone 2,0.76,235.58,730.5,""['innondation', 'seisme']"""
2747,20.2,60.3,15.9,24.6,0.1,2170-12-04,Zone 3,0.67,199.79,621.42,aucun
2748,20.2,60.3,15.9,24.6,0.1,2170-12-04,Zone 4,0.41,168.09,427.82,['innondation']
2749,20.2,60.3,15.9,24.6,0.1,2170-12-04,Zone 5,0.37,164.11,529.79,['innondation']
2750,14.0,65.4,3.4,4.0,0.0,2171-12-04,Zone 1,0.79,284.82,35.98,aucun
